Product ID,Type,Air Temp [K],Process Temp [K],Rotational Speed [rpm],Torque [Nm],Tool wear [min],Failure,Failure Type
L52434,L,303.5,313.1,1897,23.6,75,0,No Failure
M20115,M,303.5,313,1403,51.9,77,0,No Failure
L52436,L,303.5,313,1393,51.6,80,0,No Failure
L52437,L,303.5,313,1482,38.5,82,0,No Failure
M20118,M,303.5,312.9,1572,44.7,84,0,No Failure
L52439,L,303.5,312.9,1544,36.9,87,0,No Failure
M20120,M,303.5,313,1492,46.1,89,0,No Failure
L52441,L,303.4,312.8,1513,35.8,92,0,No Failure
L52442,L,303.4,312.8,1449,43.9,94,0,No Failure
L52443,L,303.5,312.8,1877,22.3,96,0,No Failure
L52444,L,303.4,312.8,1376,53.4,98,0,No Failure
M20125,M,303.5,312.9,1883,23.3,100,0,No Failure
M20126,M,303.4,312.8,1518,38.7,103,0,No Failure
M20127,M,303.5,312.9,1438,42.8,106,0,No Failure
L52448,L,303.4,312.9,1389,54.1,109,0,No Failure
L52449,L,303.5,312.9,1504,44.8,111,0,No Failure
L52450,L,303.5,312.9,1275,64.4,113,0,No Failure
L52451,L,303.6,313,1534,39.7,115,0,No Failure
M20132,M,303.6,313,1396,38.2,117,0,No Failure
L52453,L,303.6,313.1,1395,44.1,120,0,No Failure
L52454,L,303.6,313,1617,30.9,122,0,No Failure
L52455,L,303.7,313.1,1423,41.2,124,0,No Failure
L52456,L,303.5,313,1606,34,126,0,No Failure
L52457,L,303.5,312.9,1501,44,128,0,No Failure
M20138,M,303.5,312.9,1618,30.4,130,0,No Failure
L52459,L,303.6,313,1522,35.8,133,0,No Failure
L52460,L,303.6,312.9,1480,41.4,135,0,No Failure
M20141,M,303.7,313,1469,39.9,137,0,No Failure
H34696,H,303.8,313.2,1381,52.4,140,0,No Failure
L52463,L,303.8,313.2,1525,41.9,145,0,No Failure
M20144,M,303.8,313.2,1732,29.6,147,0,No Failure
L52465,L,303.8,313.1,1523,39.8,150,0,No Failure
L52466,L,303.8,313.1,1422,42.4,152,0,No Failure
H34701,H,303.8,313.2,1506,46.9,154,0,No Failure
L52468,L,303.8,313.2,1531,39.4,159,0,No Failure
M20149,M,303.9,313.3,1507,34.3,161,0,No Failure
L52470,L,303.9,313.3,1526,40.7,164,0,No Failure
L52471,L,303.8,313.3,1406,52.1,166,0,No Failure
M20152,M,303.9,313.3,1567,35,168,0,No Failure
M20153,M,303.9,313.4,1464,49.1,171,0,No Failure
L52474,L,303.9,313.4,1442,48.5,174,0,No Failure
L52475,L,303.8,313.2,1336,47.8,176,0,No Failure
H34710,H,303.8,313.2,1379,50.2,178,0,No Failure
L52477,L,303.7,313.1,1406,48.6,183,0,No Failure
M20158,M,303.7,313.1,2130,18.1,185,0,No Failure
L52479,L,303.7,313.1,1355,49.1,188,0,No Failure
M20160,M,303.8,313.2,1710,26.5,190,0,No Failure
L52481,L,303.8,313.1,1309,55.8,193,0,No Failure
L52482,L,303.9,313.1,1491,37.2,195,0,No Failure
L52483,L,303.9,313.2,1481,44.1,197,0,No Failure
L52484,L,303.9,313.1,1425,49.3,199,0,No Failure
H34719,H,303.9,313.2,1680,29.1,201,0,No Failure
H34720,H,304,313.2,1612,31.7,206,0,No Failure
L52487,L,304,313.3,1530,34.8,211,0,No Failure
L52488,L,304,313.2,1481,42.6,213,0,No Failure
M20169,M,303.9,313.2,1422,48,215,1,Tool Wear Failure
L52490,L,303.8,313,1427,43,0,0,No Failure
H34725,H,303.7,312.9,1460,49.8,2,0,No Failure
L52492,L,303.6,312.9,1873,23.5,7,0,No Failure
M20173,M,303.7,312.9,1566,32.6,9,0,No Failure
L52494,L,303.6,312.8,1701,30.8,12,0,No Failure
L52495,L,303.6,312.8,1710,27.2,14,0,No Failure
M20176,M,303.6,312.8,1689,33.1,16,0,No Failure
L52497,L,303.6,312.7,1637,32.9,19,0,No Failure
L52498,L,303.5,312.6,1496,39,21,0,No Failure
M20179,M,303.5,312.7,1402,47,23,0,No Failure
L52500,L,303.4,312.7,1363,45.5,26,0,No Failure
M20181,M,303.4,312.7,1576,49.9,28,0,No Failure
M20182,M,303.4,312.7,1357,55.3,31,0,No Failure
M20183,M,303.4,312.7,1399,48.4,34,0,No Failure
M20184,M,303.4,312.8,1526,30.8,37,0,No Failure
L52505,L,303.5,312.7,1694,27.3,40,0,No Failure
M20186,M,303.5,312.7,1420,49.1,42,0,No Failure
M20187,M,303.5,312.7,2116,16.7,45,0,No Failure
M20188,M,303.7,312.9,1406,41.9,48,0,No Failure
L52509,L,303.7,313,1456,45.5,51,0,No Failure
L52510,L,303.6,312.9,1588,31.9,53,0,No Failure
L52511,L,303.7,312.8,1448,44.5,55,0,No Failure
H34746,H,303.6,312.7,1403,46.2,57,0,No Failure
M20193,M,303.5,312.6,1405,51.6,62,0,No Failure
M20194,M,303.4,312.6,2706,9.8,65,1,Power Failure
M20195,M,303.3,312.4,1505,38.9,68,0,No Failure
L52516,L,303.2,312.4,1663,33.7,71,0,No Failure
M20197,M,303.3,312.6,1482,44.4,73,0,No Failure
M20198,M,303.3,312.5,1674,32.7,76,0,No Failure
M20199,M,303.4,312.7,1594,32.8,79,0,No Failure
L52520,L,303.5,312.7,1393,49.3,82,0,No Failure
H34755,H,303.5,312.8,1404,55.8,84,0,No Failure
M20202,M,303.5,312.8,1375,45.7,89,0,No Failure
L52523,L,303.5,312.8,1607,38.4,92,0,No Failure
L52524,L,303.4,312.8,1360,50.8,94,0,No Failure
L52525,L,303.5,312.8,1524,39.4,96,0,No Failure
L52526,L,303.4,312.7,1534,35.5,98,0,No Failure
L52527,L,303.3,312.7,1262,63.8,100,0,No Failure
L52528,L,303.3,312.6,1623,34.6,102,0,No Failure
M20209,M,303.3,312.7,1642,33.6,104,0,No Failure
M20210,M,303.4,312.8,1622,35.1,107,0,No Failure
M20211,M,303.5,312.9,1530,34.5,110,0,No Failure
M20212,M,303.4,312.8,1590,36.3,113,0,No Failure
L52533,L,303.4,312.7,1589,34,116,0,No Failure
L52534,L,303.4,312.6,1462,37.5,118,0,No Failure
H34769,H,303.3,312.5,1328,49.8,120,0,No Failure
H34770,H,303.3,312.6,1692,29,125,0,No Failure
L52537,L,303.3,312.5,1968,20.6,130,0,No Failure
H34772,H,303.3,312.6,1827,24.2,132,0,No Failure
M20219,M,303.3,312.6,1397,47.1,137,0,No Failure
L52540,L,303.3,312.6,1463,44,140,0,No Failure
L52541,L,303.3,312.7,1643,30.7,142,0,No Failure
L52542,L,303.2,312.6,1281,57,144,0,No Failure
L52543,L,303.2,312.5,1518,39.9,146,0,No Failure
L52544,L,303.2,312.6,1601,35.3,148,0,No Failure
L52545,L,303.1,312.6,1548,36.4,150,0,No Failure
H34780,H,303.1,312.6,1404,40.6,152,0,No Failure
M20227,M,303.1,312.5,1766,26.7,157,0,No Failure
M20228,M,303.1,312.5,1667,30,160,0,No Failure
H34783,H,303,312.5,1507,37.9,163,0,No Failure
H34784,H,303,312.4,1627,37.1,168,0,No Failure
L52551,L,302.9,312.3,1435,47.7,173,0,No Failure
H34786,H,302.9,312.3,1509,46.8,175,0,No Failure
M20233,M,302.9,312.3,1809,25,180,0,No Failure
L52554,L,302.9,312.3,1515,40.8,183,0,No Failure
L52555,L,302.9,312.3,1530,34.9,185,0,No Failure
H34790,H,302.8,312.3,1336,57.5,187,0,No Failure
L52557,L,302.9,312.4,2030,19.1,192,0,No Failure
L52558,L,302.9,312.4,1550,36.9,194,0,No Failure
L52559,L,302.9,312.4,1446,41.7,196,0,No Failure
L52560,L,302.8,312.3,1494,37.5,198,0,No Failure
L52561,L,302.8,312.4,1651,27,200,0,No Failure
L52562,L,302.9,312.4,1698,33.8,202,0,No Failure
L52563,L,302.8,312.3,1504,40.3,204,0,No Failure
M20244,M,302.9,312.4,1421,46,206,0,No Failure
H34799,H,302.9,312.3,1754,26.9,209,0,No Failure
L52566,L,302.9,312.2,1469,42,214,0,No Failure
L52567,L,302.8,312.2,1433,50,216,0,No Failure
M20248,M,302.8,312.3,1432,49,218,0,No Failure
L52569,L,302.8,312.3,1366,49.1,221,0,No Failure
H34804,H,302.8,312.3,1483,47.2,223,0,No Failure
L52571,L,302.7,312.2,1572,34.4,228,0,No Failure
L52572,L,302.8,312.2,1481,40.2,230,0,No Failure
L52573,L,302.8,312.3,1473,42.6,232,0,No Failure
M20254,M,302.8,312.3,1262,70.5,234,1,Power Failure
L52575,L,302.8,312.4,1529,36.8,237,0,No Failure
L52576,L,302.8,312.4,1523,39.7,239,0,No Failure
M20257,M,302.8,312.3,1416,42.7,241,0,No Failure
L52578,L,302.9,312.4,1923,23.9,244,0,No Failure
H34813,H,302.8,312.4,1411,53.8,246,1,Overstrain Failure
L52580,L,302.7,312.4,1477,46.3,251,1,Overstrain Failure
M20261,M,302.6,312.3,1454,54.8,253,1,Tool Wear Failure
L52582,L,302.7,312.3,1421,48.5,0,0,No Failure
L52583,L,302.7,312.3,1858,25.4,2,0,No Failure
H34818,H,302.8,312.5,1422,46.1,4,0,No Failure
L52585,L,302.7,312.4,1444,48.7,9,0,No Failure
L52586,L,302.7,312.4,1360,47.8,11,0,No Failure
L52587,L,302.7,312.4,1954,24.8,13,0,No Failure
L52588,L,302.6,312.4,1628,33,15,0,No Failure
L52589,L,302.7,312.4,1433,44.2,17,0,No Failure
M20270,M,302.7,312.5,1417,51.5,19,0,No Failure
L52591,L,302.8,312.6,1462,39.4,22,0,No Failure
L52592,L,302.9,312.6,1328,59.9,24,0,No Failure
H34827,H,302.7,312.5,1527,36.4,26,0,No Failure
L52594,L,302.6,312.3,1534,34.3,31,0,No Failure
M20275,M,302.6,312.4,1410,50.3,33,0,No Failure
L52596,L,302.6,312.3,1660,30.3,36,0,No Failure
L52597,L,302.6,312.4,1386,45.8,38,0,No Failure
L52598,L,302.6,312.4,1398,41.6,40,0,No Failure
L52599,L,302.6,312.3,1321,53.4,42,0,No Failure
L52600,L,302.6,312.3,1512,34.2,44,0,No Failure
M20281,M,302.6,312.3,1566,36.6,46,0,No Failure
M20282,M,302.7,312.4,1422,44.5,49,0,No Failure
L52603,L,302.6,312.3,1647,31.8,52,0,No Failure
L52604,L,302.6,312.2,1377,45.5,54,0,No Failure
L52605,L,302.5,312.2,1775,27.9,56,0,No Failure
L52606,L,302.6,312.3,1554,42,58,0,No Failure
L52607,L,302.7,312.4,1423,51.9,60,0,No Failure
L52608,L,302.7,312.4,1453,47.3,62,0,No Failure
L52609,L,302.8,312.4,1590,34.4,64,0,No Failure
L52610,L,302.8,312.5,1694,28.4,66,0,No Failure
L52611,L,302.8,312.5,1462,43.4,68,0,No Failure
L52612,L,302.8,312.4,1392,46.2,70,0,No Failure
L52613,L,302.9,312.5,1550,45.5,72,0,No Failure
L52614,L,302.9,312.5,1629,30.4,74,0,No Failure
M20295,M,303,312.5,1524,42.1,76,0,No Failure
M20296,M,302.9,312.5,1679,30.9,79,0,No Failure
M20297,M,302.9,312.6,1394,46.4,82,0,No Failure
L52618,L,302.9,312.5,1683,32.1,85,0,No Failure
L52619,L,303,312.5,1626,30.5,87,0,No Failure
H34854,H,303,312.5,1698,30,89,0,No Failure
M20301,M,303,312.6,1392,42.9,94,0,No Failure
L52622,L,303.1,312.7,1353,51.8,97,0,No Failure
M20303,M,303,312.7,1426,46.8,99,0,No Failure
L52624,L,303,312.7,2024,19.9,102,0,No Failure
M20305,M,303,312.8,1648,32.1,104,0,No Failure
L52626,L,303.1,312.9,1511,40.1,107,0,No Failure
L52627,L,303.1,312.8,1465,44.1,109,0,No Failure
L52628,L,303,312.7,1551,41.8,111,0,No Failure
L52629,L,303.1,312.8,2329,15.1,113,0,No Failure
H34864,H,303.1,312.8,1435,41.9,115,0,No Failure
L52631,L,303,312.7,1361,48.8,120,0,No Failure
M20312,M,303,312.7,1553,35.8,122,0,No Failure
L52633,L,303,312.6,1451,42.1,125,0,No Failure
L52634,L,303,312.5,1461,40.2,127,0,No Failure
M20315,M,303.1,312.6,1895,23.5,129,0,No Failure
M20316,M,303.1,312.6,1567,32.9,132,0,No Failure
M20317,M,303,312.5,1602,33.7,135,0,No Failure
L52638,L,303.1,312.6,1514,42.1,138,0,No Failure
L52639,L,303.1,312.5,1453,49.1,140,0,No Failure
M20320,M,303,312.4,1526,36.1,142,0,No Failure
M20321,M,302.9,312.3,1339,52.1,145,0,No Failure
L52642,L,302.9,312.3,1889,22.8,148,0,No Failure
L52643,L,302.9,312.4,1561,34.8,150,0,No Failure
M20324,M,302.9,312.4,1659,33.1,152,0,No Failure
L52645,L,302.9,312.4,1424,49.5,155,0,No Failure
M20326,M,302.9,312.3,1426,44.7,157,0,No Failure
L52647,L,302.9,312.4,1383,51.4,160,0,No Failure
L52648,L,302.8,312.3,1764,29.9,162,0,No Failure
M20329,M,302.7,312.2,1439,42.5,164,0,No Failure
M20330,M,302.7,312.2,1585,35.5,167,0,No Failure
L52651,L,302.7,312.3,1346,61.2,170,0,Random Failures
L52652,L,302.8,312.3,1386,57.8,172,0,No Failure
L52653,L,302.7,312.2,1369,51.8,174,0,No Failure
M20334,M,302.7,312.1,1378,46.9,176,0,No Failure
L52655,L,302.7,312.2,1336,46.8,179,0,No Failure
M20336,M,302.6,312.1,1445,42,181,0,No Failure
L52657,L,302.7,312.1,1763,26.5,184,0,No Failure
L52658,L,302.7,312.2,1611,34.1,186,0,No Failure
M20339,M,302.7,312.1,1564,32.1,188,0,No Failure
H34894,H,302.7,312.1,1478,36,191,0,No Failure
L52661,L,302.6,312,1781,28.5,196,0,No Failure
L52662,L,302.6,312.1,1782,26.8,198,0,No Failure
M20343,M,302.6,312.1,2000,21.9,200,0,No Failure
M20344,M,302.5,312,1826,25.3,203,0,No Failure
L52665,L,302.6,312.1,1344,51,206,0,No Failure
L52666,L,302.6,312.2,1520,43,208,0,No Failure
M20347,M,302.6,312.1,1611,39.9,210,0,No Failure
L52668,L,302.7,312.2,1450,52.1,213,1,Overstrain Failure
L52669,L,302.6,312.1,1499,35,215,0,Random Failures
L52670,L,302.6,312.1,1288,68.5,0,1,Power Failure
M20351,M,302.7,312.2,1350,58.6,2,0,No Failure
M20352,M,302.9,312.4,1334,50.9,5,0,No Failure
L52673,L,302.8,312.4,1376,57.1,8,0,No Failure
L52674,L,302.8,312.4,1368,49.5,10,0,No Failure
H34909,H,302.9,312.5,1357,55,12,0,Random Failures
M20356,M,302.9,312.5,1924,24,17,0,No Failure
M20357,M,302.9,312.5,1551,40,20,0,No Failure
M20358,M,302.9,312.5,1903,21.2,23,0,No Failure
H34913,H,302.9,312.3,1417,48.7,26,0,No Failure
L52680,L,302.7,312.1,1601,35.2,31,0,No Failure
L52681,L,302.7,312.1,1543,37.5,33,0,No Failure
L52682,L,302.6,312.1,1439,52.3,35,0,No Failure
H34917,H,302.6,312,1657,29.3,37,0,No Failure
L52684,L,302.8,312.2,1458,51,42,0,No Failure
L52685,L,302.8,312.2,1746,27.4,44,0,No Failure
L52686,L,302.9,312.2,1677,30.5,46,0,No Failure
L52687,L,302.8,312.1,1520,39.9,48,0,No Failure
L52688,L,302.9,312.2,1367,55.1,50,0,No Failure
L52689,L,302.8,312.2,1509,36.5,52,0,Random Failures
L52690,L,302.8,312.1,1418,51.4,54,0,No Failure
L52691,L,302.8,312.1,1958,20.3,56,0,No Failure
L52692,L,302.8,312.2,1682,30.9,58,0,No Failure
M20373,M,302.8,312.2,1452,50.3,60,0,No Failure
L52694,L,302.7,312,1828,24,63,0,No Failure
H34929,H,302.7,312,1484,41.5,65,0,No Failure
L52696,L,302.6,312,1674,32.2,70,0,No Failure
L52697,L,302.6,311.9,1448,49.5,72,0,No Failure
M20378,M,302.5,311.8,2023,19.1,74,0,No Failure
L52699,L,302.5,311.9,1452,47.4,77,0,No Failure
M20380,M,302.6,312,1496,45,79,0,No Failure
L52701,L,302.6,311.9,1397,46.9,82,0,No Failure
L52702,L,302.6,311.9,1453,39.1,84,0,No Failure
M20383,M,302.5,311.9,1524,34.8,86,0,No Failure
L52704,L,302.6,311.9,1633,30.9,89,0,No Failure
M20385,M,302.6,312,1363,45.7,91,0,No Failure
L52706,L,302.5,311.9,1520,44.9,94,0,No Failure
M20387,M,302.5,311.9,1532,38.8,96,0,No Failure
L52708,L,302.4,311.8,1384,50.9,99,0,No Failure
M20389,M,302.4,311.8,1539,39.9,101,0,No Failure
M20390,M,302.3,311.8,1355,50.1,104,0,No Failure
M20391,M,302.3,311.7,1504,37.3,107,0,No Failure
L52712,L,302.4,311.8,1476,46.6,110,0,No Failure
L52713,L,302.4,311.7,1721,26.9,112,0,No Failure
M20394,M,302.3,311.7,1494,37.1,114,0,No Failure
L52715,L,302.3,311.7,1465,43.5,117,0,No Failure
M20396,M,302.3,311.8,1363,54,119,1,No Failure
L52717,L,302.4,311.8,1648,30,122,0,No Failure
M20398,M,302.3,311.8,1879,23,124,0,No Failure
H34953,H,302.3,311.7,1482,39,127,0,No Failure
L52720,L,302.4,311.8,1493,38.4,132,0,No Failure
L52721,L,302.4,311.8,1433,42.2,134,0,No Failure
L52722,L,302.3,311.7,1400,41.6,136,0,No Failure
L52723,L,302.4,311.8,1255,59,138,0,No Failure
L52724,L,302.2,311.7,1471,45.6,140,0,No Failure
H34959,H,302.2,311.6,1357,44.2,142,0,No Failure
L52726,L,302.3,311.7,1453,41.2,147,0,No Failure
M20407,M,302.3,311.7,1540,28.9,149,0,No Failure
L52728,L,302.3,311.8,1605,35.2,152,0,No Failure
H34963,H,302.3,311.9,1374,52.4,154,0,No Failure
M20410,M,302.3,311.9,1508,42.3,159,0,No Failure
H34965,H,302.4,311.9,1366,47.3,162,0,No Failure
H34966,H,302.5,312,1579,35.7,167,0,No Failure
L52733,L,302.5,311.9,1306,59.7,172,0,Random Failures
M20414,M,302.5,312,1521,40.2,174,0,No Failure
L52735,L,302.5,312,1411,44.2,177,0,No Failure
H34970,H,302.5,312,1357,42,179,0,No Failure
M20417,M,302.5,312,1436,43.5,184,0,No Failure
L52738,L,302.5,311.9,1553,40.1,187,0,No Failure
M20419,M,302.5,312,1451,43.2,189,0,No Failure
L52740,L,302.4,311.9,1541,37.9,192,0,No Failure
M20421,M,302.3,311.7,1341,46.3,194,0,No Failure
L52742,L,302.3,311.7,1648,32.1,197,0,No Failure
M20423,M,302.3,311.7,1640,31.5,199,0,No Failure
L52744,L,302.4,311.8,1416,46.1,202,0,No Failure
L52745,L,302.4,311.9,1671,29.9,204,0,No Failure
L52746,L,302.4,312,1457,45.5,206,0,No Failure
M20427,M,302.5,312,1445,54.8,0,0,No Failure
L52748,L,302.5,312.1,1534,38.6,3,0,No Failure
L52749,L,302.4,312,1508,36.9,5,0,No Failure
M20430,M,302.4,312.1,1492,47.7,7,0,No Failure
L52751,L,302.4,312,1562,37.9,10,0,No Failure
L52752,L,302.4,312,1545,36.4,12,0,No Failure
L52753,L,302.5,312.2,1738,25.3,14,0,No Failure
L52754,L,302.4,312,1305,49.1,16,0,No Failure
H34989,H,302.4,312,1477,39.7,18,0,No Failure
H34990,H,302.4,312,1457,43.4,23,0,No Failure
L52757,L,302.4,312.1,1455,40.4,28,0,No Failure
L52758,L,302.5,312.2,1574,38.7,30,0,No Failure
L52759,L,302.6,312.2,1695,27.1,32,0,No Failure
M20440,M,302.6,312.2,1458,38.8,34,0,No Failure
M20441,M,302.5,312.1,1454,47.6,37,0,No Failure
L52762,L,302.5,312,2052,18.9,40,0,No Failure
L52763,L,302.5,312,1673,29.9,42,0,No Failure
L52764,L,302.4,311.9,1578,29.9,44,0,No Failure
M20445,M,302.5,312,1642,29.1,46,0,No Failure
M20446,M,302.4,311.8,1557,31.5,49,0,No Failure
L52767,L,302.5,311.9,1481,42.9,52,0,No Failure
M20448,M,302.5,311.8,1566,37.6,54,0,No Failure
M20449,M,302.5,311.9,1298,57.5,57,0,No Failure
M20450,M,302.5,311.9,1340,59.4,60,0,No Failure
L52771,L,302.5,312,1574,33.8,63,0,No Failure
L52772,L,302.5,311.9,1437,46.7,65,0,No Failure
L52773,L,302.6,311.9,1354,48,67,0,No Failure
L52774,L,302.6,311.9,1598,35.5,69,0,No Failure
M20455,M,302.7,312,1944,21.4,71,0,No Failure
M20456,M,302.7,312,1538,36.7,74,0,No Failure
L52777,L,302.7,312,1501,37,77,0,No Failure
L52778,L,302.8,312.1,1441,52.1,79,0,No Failure
M20459,M,302.7,312,1652,31,81,0,No Failure
L52780,L,302.8,312.1,1487,36.6,84,0,No Failure
L52781,L,302.9,312.2,1605,33.9,86,0,No Failure
L52782,L,302.9,312.1,1334,54.7,88,0,No Failure
L52783,L,302.9,312.2,1340,57.8,90,0,No Failure
L52784,L,302.9,312.2,1513,37.8,92,0,No Failure
L52785,L,302.9,312.2,1510,41.4,94,0,No Failure
L52786,L,302.9,312.2,1729,23.6,96,0,No Failure
M20467,M,302.9,312.2,1745,25.5,98,0,No Failure
M20468,M,303.1,312.3,1623,31.6,101,0,No Failure
M20469,M,303.1,312.4,1378,50.1,104,0,No Failure
L52790,L,303.1,312.4,1407,41.2,107,0,No Failure
M20471,M,303,312.3,1674,29.5,109,0,No Failure
L52792,L,303,312.3,1486,42.4,112,0,No Failure
M20473,M,303,312.3,1483,38.8,114,0,No Failure
H35028,H,303,312.2,1624,28.8,117,0,No Failure
M20475,M,303,312.2,1257,71.3,122,1,Power Failure
L52796,L,303,312.3,1480,41.4,125,0,No Failure
L52797,L,303.1,312.4,1404,61.5,127,1,Power Failure
M20478,M,303,312.4,1645,29.6,129,0,No Failure
L52799,L,303,312.3,1932,21.9,132,0,No Failure
L52800,L,303,312.3,1533,38.5,134,0,No Failure
M20481,M,302.9,312.2,1292,54.4,136,0,No Failure
L52802,L,302.9,312.2,1571,40.6,139,0,No Failure
L52803,L,302.9,312.3,1578,36.3,141,0,No Failure
M20484,M,302.8,312.2,1469,36.9,143,0,No Failure
L52805,L,302.7,312.1,1728,24.4,146,0,No Failure
H35040,H,302.7,312.1,1603,32.5,148,0,No Failure
L52807,L,302.7,312.1,1597,39.8,153,0,No Failure
L52808,L,302.7,312.1,1688,32,155,0,No Failure
L52809,L,302.7,312.2,1405,51.4,157,0,No Failure
M20490,M,302.8,312.2,1615,32.9,159,0,No Failure
L52811,L,302.8,312.2,1515,36.8,162,0,No Failure
L52812,L,302.7,312.2,1376,52.8,164,0,No Failure
L52813,L,302.7,312.2,1447,47.5,166,0,No Failure
M20494,M,302.6,312.2,1353,56.5,168,0,No Failure
L52815,L,302.6,312.1,1502,47.3,171,0,No Failure
L52816,L,302.6,312,1447,45.5,173,0,No Failure
M20497,M,302.5,312,1487,46.1,175,0,No Failure
L52818,L,302.6,312.1,1519,38.1,178,0,No Failure
L52819,L,302.6,312.1,1668,28.7,180,0,Random Failures
L52820,L,302.6,312.1,1420,51.6,182,0,No Failure
L52821,L,302.6,312.1,1473,37.3,184,0,No Failure
L52822,L,302.5,312,1495,38.8,186,0,No Failure
L52823,L,302.5,312,1574,42,188,0,No Failure
L52824,L,302.5,312,1383,51.3,190,0,No Failure
M20505,M,302.5,312,1591,29.4,192,0,No Failure
M20506,M,302.4,311.8,1644,37.2,195,0,No Failure
H35061,H,302.5,311.8,2370,14.7,198,0,No Failure
L52828,L,302.5,311.9,1401,44.9,203,0,No Failure
M20509,M,302.5,311.9,1414,51.6,205,0,No Failure
L52830,L,302.5,312,1456,46.3,208,0,No Failure
M20511,M,302.5,312,1447,45.7,210,0,No Failure
L52832,L,302.4,311.8,1727,26.5,213,0,No Failure
L52833,L,302.4,311.7,1495,36.8,215,0,No Failure
L52834,L,302.3,311.6,1544,34.3,0,0,No Failure
L52835,L,302.3,311.5,1387,47.3,2,0,No Failure
M20516,M,302.3,311.5,1316,47.2,4,0,No Failure
L52837,L,302.3,311.5,1794,26.1,7,0,No Failure
M20518,M,302.2,311.4,1372,55.1,9,0,No Failure
M20519,M,302.3,311.5,1674,30,12,0,No Failure
L52840,L,302.2,311.4,1477,41.7,15,0,No Failure
L52841,L,302.2,311.4,1397,53,17,0,No Failure
L52842,L,302.2,311.5,1616,34,19,0,No Failure
M20523,M,302.3,311.5,1530,42.3,21,0,No Failure
M20524,M,302.2,311.4,1539,35.1,24,0,No Failure
L52845,L,302.3,311.4,1845,21.9,27,0,No Failure
L52846,L,302.2,311.4,1430,43.1,29,0,No Failure
L52847,L,302.2,311.4,2080,19.2,31,0,No Failure
M20528,M,302.2,311.4,1432,45.3,33,0,No Failure
M20529,M,302.2,311.5,1479,39.5,36,0,No Failure
L52850,L,302.2,311.5,1424,45.2,39,0,No Failure
H35085,H,302.2,311.6,1534,37.2,41,0,No Failure
H35086,H,302.1,311.6,1701,26.2,46,0,No Failure
L52853,L,302.2,311.6,1462,50,51,0,No Failure
M20534,M,302.2,311.7,1393,42.5,53,0,No Failure
M20535,M,302.3,311.7,1453,42.5,56,0,No Failure
L52856,L,302.3,311.8,1565,37.8,59,0,No Failure
L52857,L,302.3,311.8,1281,51.7,61,0,No Failure
M20538,M,302.2,311.7,1584,36.2,63,0,No Failure
M20539,M,302.2,311.7,1466,49,66,0,No Failure
M20540,M,302.2,311.6,1386,50.5,69,0,No Failure
L52861,L,302.2,311.6,1383,44.3,72,0,No Failure
H35096,H,302.3,311.6,1441,53.9,74,0,No Failure
M20543,M,302.2,311.6,1592,37.7,79,0,No Failure
H35098,H,302.2,311.6,1594,36.8,82,0,No Failure
L52865,L,302.2,311.5,1482,45.6,87,0,No Failure
L52866,L,302.2,311.6,1658,31.4,89,0,No Failure
L52867,L,302.3,311.7,2170,18.2,91,0,No Failure
M20548,M,302.3,311.7,1423,44.6,93,0,No Failure
L52869,L,302.4,311.8,1543,31.1,96,0,No Failure
L52870,L,302.3,311.8,1435,44.8,98,0,No Failure
L52871,L,302.4,311.8,1320,56.4,100,0,No Failure
M20552,M,302.4,311.9,1313,55.7,102,0,No Failure
M20553,M,302.4,311.8,1453,42.1,105,0,No Failure
L52874,L,302.4,311.8,1508,45.7,108,0,No Failure
L52875,L,302.4,311.8,1451,42,110,0,No Failure
H35110,H,302.5,311.9,1595,34.6,112,0,No Failure
L52877,L,302.5,311.9,1354,49.4,117,0,No Failure
L52878,L,302.5,311.9,1265,59.8,119,0,No Failure
L52879,L,302.4,311.9,1867,25.9,121,0,No Failure
L52880,L,302.5,311.9,1497,41.6,123,0,No Failure
M20561,M,302.5,311.9,1347,54.3,125,0,No Failure
L52882,L,302.3,311.7,1544,43.2,128,0,No Failure
H35117,H,302.3,311.7,1456,45.4,130,0,No Failure
L52884,L,302.5,311.8,1335,52.7,135,0,No Failure
L52885,L,302.4,311.9,1452,43.1,137,0,No Failure
L52886,L,302.4,311.9,1290,70,139,1,Power Failure
L52887,L,302.4,311.8,1448,43.4,141,0,No Failure
L52888,L,302.3,311.7,1611,38.6,143,0,No Failure
L52889,L,302.2,311.7,1556,38.6,145,0,No Failure
H35124,H,302.2,311.7,1413,46.5,147,0,No Failure
L52891,L,302.2,311.6,1545,35.9,152,0,No Failure
L52892,L,302.2,311.7,1330,54.6,154,0,No Failure
L52893,L,302.2,311.9,1596,38,156,0,No Failure
L52894,L,302.2,311.8,1618,36,158,0,No Failure
H35129,H,302.2,311.9,1597,35.8,160,0,No Failure
L52896,L,302.3,312,1354,52.2,165,0,No Failure
L52897,L,302.3,312,1746,28.1,167,0,No Failure
L52898,L,302.4,312,1621,32.5,169,0,No Failure
L52899,L,302.3,312,1398,43.3,171,0,No Failure
L52900,L,302.3,311.9,1434,51.9,173,0,No Failure
M20581,M,302.3,311.8,1443,43.4,175,0,No Failure
L52902,L,302.2,311.7,1488,44.6,178,0,No Failure
M20583,M,302.3,311.8,1475,48,180,0,No Failure
L52904,L,302.3,311.8,1433,50.3,183,0,No Failure
M20585,M,302.3,311.8,1557,34.1,185,0,No Failure
